,DST_TO_SRC_SECOND_BYTES,FLOW_DURATION_MICROSECONDS,FLOW_DURATION_MILLISECONDS,IN_BYTES,IN_PKTS,L4_SRC_PORT,OUT_BYTES,OUT_PKTS,PROTOCOL_MAP,SRC_TO_DST_SECOND_BYTES,TCP_FLAGS,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,TCP_WIN_MIN_IN,TCP_WIN_MIN_OUT,TCP_WIN_MSS_IN,TCP_WIN_MSS_OUT,TCP_WIN_SCALE_IN,TCP_WIN_SCALE_OUT,L7_PROTO_NAME,TOTAL_FLOWS_EXP,LABEL
8103,180,163,0,148,2,57265,180,2,2,148,0,0,0,0,0,0,0,0,0,DNS.Facebook,7067348,0
8104,113,695,0,97,1,51977,113,1,2,97,0,0,0,0,0,0,0,0,0,DNS.Facebook,7067349,0
8105,204,1546,1,148,2,49589,204,2,2,148,0,0,0,0,0,0,0,0,0,DNS.Facebook,7067350,0
8106,52,376646,376,132,3,8750,92,2,1,52,19,8188,64240,8188,64240,1460,1460,8,7,DNS,7067351,0
8107,140,27125,27,73,1,51899,140,1,2,73,0,0,0,0,0,0,0,0,0,DNS.Google,7067352,0
8108,184,248,0,122,2,37633,184,2,2,122,0,0,0,0,0,0,0,0,0,DNS,7067353,0
8109,0,0,0,60,1,33216,0,0,1,60,2,64240,0,64240,0,1460,0,7,0,Unknown,7067354,0
8110,203,4721211,4721,1955,13,38456,2923,15,1,187,27,64240,28960,64240,28960,1460,1460,7,7,SSH,7067355,0
8111,40,53213,53,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067356,0
8112,168,1448079,1448,501,6,56968,168,3,1,237,30,64240,65160,64240,65160,1460,1460,7,7,MQTT,7067357,0
8113,136,27197,27,73,1,52145,136,1,2,73,0,0,0,0,0,0,0,0,0,DNS.Google,7067358,0
8114,0,0,0,40,1,52059,0,0,1,40,2,1024,0,1024,0,0,0,0,0,Unknown,7067359,0
8115,40,40184,40,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067360,0
8116,40,49546,49,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067361,0
8117,0,0,0,131,1,22573,0,0,2,131,0,0,0,0,0,0,0,0,0,BitTorrent,7067362,0
8118,0,0,0,159,1,0,0,0,3,159,0,0,0,0,0,0,0,0,0,ICMP,7067363,0
8119,40,43069,43,80,2,58793,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067364,0
8120,6866,129859,129,3564,10,59863,6866,10,2,3564,0,0,0,0,0,0,0,0,0,QUIC.Google,7067365,0
8121,52,26663,26,52,1,52990,52,1,1,52,16,501,527,501,527,0,0,0,0,TLS,7067366,0
8122,104,27841,27,187,3,59591,104,2,1,187,25,2048,709,2048,709,0,0,0,0,TLS.Google,7067367,0
8123,4427,241890,241,1810,11,48836,4427,9,1,1810,27,64240,65535,64240,65535,1460,1430,7,8,TLS.Google,7067368,0
8124,79,46754,46,91,1,48940,79,1,2,91,0,0,0,0,0,0,0,0,0,DNS,7067369,0
8125,269,47001,47,91,1,56336,269,1,2,91,0,0,0,0,0,0,0,0,0,DNS,7067370,0
8126,71,47356,47,83,1,51295,71,1,2,83,0,0,0,0,0,0,0,0,0,DNS,7067371,0
8127,40,111022,111,80,2,49348,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067372,0
8128,724,141186,141,385,6,42701,776,4,1,333,27,64240,65160,64240,65160,1460,1460,7,9,DNS,7067373,0
8129,40,114238629,114238,4236,24,443,1511,18,1,282,24,1050,513,1050,510,0,0,0,0,TLS.Google,7067374,0
8130,357,193237,193,214,3,51353,357,3,2,136,0,0,0,0,0,0,0,0,0,DNS,7067375,0
8131,40,44737,44,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067376,0
8132,60,143491,143,377,6,53127,987,4,1,221,27,64240,65160,64240,65160,1460,1460,7,9,DNS,7067377,0
8133,214,107831,107,419,2,443,214,1,1,419,24,2051,6156,2051,6156,0,0,0,0,TLS.Skype,7067378,0
8134,76,5079986,5079,204,3,41746,128,2,1,128,24,818,1026,818,1026,0,0,0,0,TeamViewer,7067379,0
8135,40,51696,51,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067380,0
8136,133,26716,26,73,1,58669,133,1,2,73,0,0,0,0,0,0,0,0,0,DNS.Google,7067381,0
8137,161,27947,27,73,1,38003,161,1,2,73,0,0,0,0,0,0,0,0,0,DNS.Google,7067382,0
8138,92,403,0,76,1,43586,92,1,2,76,0,0,0,0,0,0,0,0,0,DNS,7067383,0
8139,40,51279,51,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067384,0
8140,160,345,0,128,2,41699,160,2,2,128,0,0,0,0,0,0,0,0,0,DNS,7067385,0
8141,3037,40109768,40109,5548,26,57299,4089,25,2,4166,0,0,0,0,0,0,0,0,0,QUIC.Google,7067386,0
8142,127,327,0,76,1,2283,127,1,2,76,0,0,0,0,0,0,0,0,0,DNS,7067387,0
8143,60,2824251,2824,1345,12,52314,2127,14,1,60,27,64240,27960,64240,27960,1460,1410,7,7,SSH,7067388,0
8144,272,382,0,162,2,63279,272,2,2,162,0,0,0,0,0,0,0,0,0,DNS,7067389,0
8145,40,1542,1,40,1,80,40,1,1,40,16,365,16421,365,16421,0,0,0,0,HTTP,7067390,0
8146,40,55202,55,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067391,0
8147,54,117029632,117029,4340,65,50011,4069,67,2,61,0,0,0,0,0,0,0,0,0,Google,7067392,0
8148,53,118666990,118666,4776,72,51524,4785,74,2,61,0,0,0,0,0,0,0,0,0,Google,7067393,0
8149,80,94837352,94837,2985,57,443,3784,53,1,260,24,384,511,384,511,0,0,0,0,TLS,7067394,0
8150,61,106863256,106863,2363,21,443,3437,16,2,450,0,0,0,0,0,0,0,0,0,Google,7067395,0
8151,0,0,0,52,1,19986,0,0,1,52,2,8192,0,8192,0,1452,0,2,0,SMBv23,7067396,0
8152,139,27565,27,72,1,46670,139,1,2,72,0,0,0,0,0,0,0,0,0,DNS.Google,7067397,0
8153,168,1502830,1502,289,5,56970,168,3,1,237,30,64240,65160,64240,65160,1460,1460,7,7,MQTT,7067398,0
8154,152,416,0,59,1,58893,152,1,2,59,0,0,0,0,0,0,0,0,0,DNS.Google,7067399,0
8155,126,382,0,65,1,63956,126,1,2,65,0,0,0,0,0,0,0,0,0,DNS.Google,7067400,0
8156,132,28159,28,72,1,48150,132,1,2,72,0,0,0,0,0,0,0,0,0,DNS.Google,7067401,0
8157,0,0,0,40,1,61953,0,0,1,40,2,1024,0,1024,0,0,0,0,0,Unknown,7067402,0
8158,93,435,0,65,1,56288,93,1,2,65,0,0,0,0,0,0,0,0,0,DNS,7067403,0
8159,1643,3487980,3487,1345,12,52293,2127,14,1,829,27,29200,27960,29200,27960,1452,1410,7,7,SSH,7067404,0
8160,40,1110,1,40,1,61953,40,1,1,40,22,1024,0,1024,0,0,0,0,0,Unknown,7067405,0
8161,52,30718550,30718,156,3,443,156,3,1,52,16,484,319,484,319,0,0,0,0,TLS,7067406,0
8162,0,0,0,40,1,52059,0,0,1,40,2,1024,0,1024,0,0,0,0,0,Unknown,7067407,0
8163,141,40357,40,181,2,58804,141,1,1,181,24,16358,2048,16358,2048,0,0,0,0,TLS.Skype,7067408,0
8164,40,298,0,44,1,51498,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,Unknown,7067409,0
8165,0,0,0,40,1,52059,0,0,1,40,2,1024,0,1024,0,0,0,0,0,Unknown,7067410,0
8166,183,464,0,70,1,42317,183,1,2,70,0,0,0,0,0,0,0,0,0,DNS,7067411,0
8167,143,356,0,72,1,45494,143,1,2,72,0,0,0,0,0,0,0,0,0,DNS,7067412,0
8168,40,51094,51,80,2,52059,40,1,1,40,22,1200,0,1024,0,0,0,0,0,Unknown,7067413,0
8169,40,50994,50,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067414,0
8170,76,5096583,5096,204,3,56912,128,2,1,128,24,818,1027,818,1027,0,0,0,0,TLS.TeamViewer,7067415,0
8171,40,42866,42,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067416,0
8172,40,1011,1,40,1,52731,40,1,1,40,22,65535,0,65535,0,0,0,0,0,Unknown,7067417,0
8173,40,45959,45,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067418,0
8174,40,39134,39,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067419,0
8175,40,45052,45,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067420,0
8176,168,1502571,1502,289,5,56972,168,3,1,237,30,64240,65160,64240,65160,1460,1460,7,7,MQTT,7067421,0
8177,52,33372,33,41,1,56781,52,1,1,41,16,512,284,512,284,0,0,0,0,Google,7067422,0
8178,1207,4423712,4423,1449,14,44952,2127,14,1,237,27,29200,27960,29200,27960,1460,1410,7,7,SSH,7067423,0
8179,52,76664,76,76,1,41416,52,1,1,76,24,502,1024,502,1024,0,0,0,0,HTTP.TeamViewer,7067424,0
8180,32,44827,44,247,1,53064,32,1,2,247,0,0,0,0,0,0,0,0,0,Unknown,7067425,0
8181,40,45673,45,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067426,0
8182,178,293,0,74,1,48231,178,1,2,74,0,0,0,0,0,0,0,0,0,DNS,7067427,0
8183,0,0,0,40,1,61953,0,0,1,40,2,1024,0,1024,0,0,0,0,0,Unknown,7067428,0
8184,0,0,0,60,1,57532,0,0,1,60,2,64240,0,64240,0,1460,0,7,0,Unknown,7067429,0
8185,657,116363070,116363,3476,27,9993,10310,22,2,165,0,0,0,0,0,0,0,0,0,Unknown,7067430,0
8186,657,116309005,116309,3033,23,23767,8274,18,2,165,0,0,0,0,0,0,0,0,0,Unknown,7067431,0
8187,708,116133623,116133,2437,15,23767,1884,9,2,172,0,0,0,0,0,0,0,0,0,Unknown,7067432,0
8188,0,116172718,116172,2970,18,23767,0,0,2,165,0,0,0,0,0,0,0,0,0,Unknown,7067433,0
8189,0,116172722,116172,2970,18,23768,0,0,2,165,0,0,0,0,0,0,0,0,0,Unknown,7067434,0
8190,657,116172719,116172,4545,24,9993,1473,4,2,165,0,0,0,0,0,0,0,0,0,Unknown,7067435,0
8191,0,116172720,116172,2970,18,23767,0,0,2,165,0,0,0,0,0,0,0,0,0,Unknown,7067436,0
8192,0,116172711,116172,2970,18,9993,0,0,2,165,0,0,0,0,0,0,0,0,0,Unknown,7067437,0
8193,657,116354077,116354,3199,24,9993,6238,14,2,165,0,0,0,0,0,0,0,0,0,Unknown,7067438,0
8194,657,116593327,116593,11831,62,23768,10931,22,2,165,0,0,0,0,0,0,0,0,0,Unknown,7067439,0
8195,138,431,0,59,1,47958,138,1,2,59,0,0,0,0,0,0,0,0,0,DNS,7067440,0
8196,75,228,0,59,1,49802,75,1,2,59,0,0,0,0,0,0,0,0,0,DNS,7067441,0
8197,166,500,0,105,1,54292,166,1,2,105,0,0,0,0,0,0,0,0,0,DNS,7067442,0
8198,199,98789,98,76,1,56045,199,1,2,76,0,0,0,0,0,0,0,0,0,DNS,7067443,0
8199,136,1343,1,76,1,47629,136,1,2,76,0,0,0,0,0,0,0,0,0,DNS,7067444,0
8200,158,104480,104,76,1,34221,158,1,2,76,0,0,0,0,0,0,0,0,0,DNS,7067445,0
8201,0,0,0,68,1,22968,0,0,2,68,0,0,0,0,0,0,0,0,0,NFS,7067446,0
8202,40,809,0,40,1,47298,40,1,1,40,22,65535,0,65535,0,0,0,0,0,Unknown,7067447,0
8203,156,395,0,124,2,57002,156,2,2,124,0,0,0,0,0,0,0,0,0,DNS.Microsoft,7067448,0
8204,0,0,0,60,1,19100,0,0,1,60,2,29200,0,29200,0,1460,0,7,0,SSH,7067449,0
8205,161,27623,27,73,1,33043,161,1,2,73,0,0,0,0,0,0,0,0,0,DNS.Google,7067450,0
8206,1207,3995719,3995,1345,12,47370,2127,14,1,237,27,29200,27960,29200,27960,1424,1410,7,7,SSH,7067451,0
8207,76,5108665,5108,204,3,52730,128,2,1,128,24,818,1027,818,1027,0,0,0,0,TeamViewer,7067452,0
8208,1259,7270334,7270,1553,16,53562,2127,14,1,781,27,64240,27960,64240,27960,1424,1410,7,7,SSH,7067453,0
8209,7334,222823,222,1630,10,46242,7334,13,1,1630,27,64240,65535,64240,65535,1460,1440,7,8,TLS.Microsoft365,7067454,0
8210,0,0,0,40,1,52059,0,0,1,40,2,1024,0,1024,0,0,0,0,0,Unknown,7067455,0
8211,0,0,0,60,1,21706,0,0,1,60,2,29200,0,29200,0,1460,0,7,0,SSH,7067456,0
8212,0,0,0,58,1,0,0,0,3,58,0,0,0,0,0,0,0,0,0,ICMP,7067457,0
8213,0,0,0,58,1,0,0,0,3,58,0,0,0,0,0,0,0,0,0,ICMP,7067458,0
8214,40,42475,42,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067459,0
8215,0,0,0,40,1,52059,0,0,1,40,2,1024,0,1024,0,0,0,0,0,Unknown,7067460,0
8216,131,27963,27,73,1,58032,131,1,2,73,0,0,0,0,0,0,0,0,0,DNS.Google,7067461,0
8217,0,0,0,564,1,0,0,0,4,564,0,0,0,0,0,0,0,0,0,GRE,7067462,0
8218,0,0,0,576,1,0,0,0,3,576,0,0,0,0,0,0,0,0,0,ICMP,7067463,0
8219,1579,4678162,4678,1955,13,42716,2923,15,1,1111,27,64240,28960,64240,28960,1460,1460,7,7,SSH,7067464,0
8220,0,0,0,60,1,23912,0,0,1,60,2,29200,0,29200,0,1460,0,7,0,SSH,7067465,0
8221,0,565810,565,264,3,0,0,0,3,264,0,0,0,0,0,0,0,0,0,ICMP,7067466,0
8222,1249,172251,172,10920,10,46626,1249,11,1,10920,24,501,4892,501,4892,0,0,0,0,TLS.Google,7067467,0
8223,1305,51515290,51515,2417,25,33482,3305,19,1,237,27,29200,65160,29200,65160,1424,1460,7,7,SSH,7067468,0
8224,0,47005061,47005,1728,16,0,0,0,3,212,0,0,0,0,0,0,0,0,0,ICMP,7067469,0
8225,111,34726,34,80,2,54477,111,2,1,80,29,513,501,513,501,0,0,0,0,TLS,7067470,0
8226,40,52909,52,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067471,0
8227,4532,239161,239,1853,12,37674,4532,9,1,1853,27,64240,65535,64240,65535,1460,1430,7,8,TLS.Google,7067472,0
8228,116,497,0,73,1,38355,116,1,2,73,0,0,0,0,0,0,0,0,0,DNS,7067473,0
8229,103,212,0,75,1,52648,103,1,2,75,0,0,0,0,0,0,0,0,0,DNS,7067474,0
8230,80,115219093,115219,5100,25,443,2321,22,1,652,24,1050,16445,1050,16373,0,0,0,0,TLS.Google,7067475,0
8231,130,116127122,116127,1736,32,59539,1872,32,1,135,24,513,501,508,501,0,0,0,0,TLS,7067476,0
8232,61,106010971,106010,967,9,443,549,9,2,75,0,0,0,0,0,0,0,0,0,Google,7067477,0
8233,0,999923,999,120,2,36772,0,0,1,60,2,29200,0,29200,0,1460,0,7,0,SSH,7067478,0
8234,0,0,0,40,1,52059,0,0,1,40,2,1024,0,1024,0,0,0,0,0,Unknown,7067479,0
8235,40,45782,45,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067480,0
8236,268,398,0,172,2,47032,268,2,2,172,0,0,0,0,0,0,0,0,0,DNS.UbuntuONE,7067481,0
8237,168,1502651,1502,289,5,56974,168,3,1,237,30,64240,65160,64240,65160,1460,1460,7,7,MQTT,7067482,0
8238,11044,123382,123,358,6,443,11044,9,1,358,24,154,1025,130,1025,0,0,0,0,TLS.Dropbox,7067483,0
8239,88,69147,69,139,2,54513,88,1,1,139,24,10187,2050,10187,2050,0,0,0,0,TLS.Skype,7067484,0
8240,40,54640,54,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067485,0
8241,131,27514,27,74,1,47623,131,1,2,74,0,0,0,0,0,0,0,0,0,DNS.Google,7067486,0
8242,11290,215520,215,3961,12,43226,11290,14,2,3961,0,0,0,0,0,0,0,0,0,QUIC.Google,7067487,0
8243,40,46279,46,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067488,0
8244,40,42135,42,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067489,0
8245,0,0,0,40,1,52059,0,0,1,40,2,1024,0,1024,0,0,0,0,0,Unknown,7067490,0
8246,6644,213003,213,1709,12,46244,6644,13,1,1709,27,64240,65535,64240,65535,1460,1440,7,8,TLS.Microsoft365,7067491,0
8247,117,27338,27,71,1,44379,117,1,2,71,0,0,0,0,0,0,0,0,0,DNS.Google,7067492,0
8248,141,27400,27,78,1,52264,141,1,2,78,0,0,0,0,0,0,0,0,0,DNS.Google,7067493,0
8249,416,396004,396,355,5,35618,416,5,1,355,27,64240,64768,64240,64768,1460,1420,7,7,HTTP.UbuntuONE,7067494,0
8250,168,27487,27,93,1,48237,168,1,2,93,0,0,0,0,0,0,0,0,0,DNS.Google,7067495,0
8251,777,61072462,61072,1698,9,47736,2436,9,1,566,24,501,441,501,432,0,0,0,0,TLS.Google,7067496,0
8252,40,45483,45,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067497,0
8253,40,44844,44,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067498,0
8254,242,391,0,114,2,60376,242,2,2,114,0,0,0,0,0,0,0,0,0,DNS,7067499,0
8255,40,42723,42,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067500,0
8256,111,285,0,65,1,37878,111,1,2,65,0,0,0,0,0,0,0,0,0,DNS,7067501,0
8257,130,176,0,55,1,60051,130,1,2,55,0,0,0,0,0,0,0,0,0,DNS,7067502,0
8258,111,147,0,65,1,43205,111,1,2,65,0,0,0,0,0,0,0,0,0,DNS,7067503,0
8259,130,100,0,55,1,35646,130,1,2,55,0,0,0,0,0,0,0,0,0,DNS,7067504,0
8260,0,0,0,40,1,52059,0,0,1,40,2,1024,0,1024,0,0,0,0,0,Unknown,7067505,0
8261,132,1645,1,80,1,32773,132,1,2,80,0,0,0,0,0,0,0,0,0,DNS.Cloudflare,7067506,0
8262,264,2491,2,136,2,59483,264,2,2,136,0,0,0,0,0,0,0,0,0,DNS,7067507,0
8263,180,2066,2,80,1,56775,180,1,2,80,0,0,0,0,0,0,0,0,0,DNS.Cloudflare,7067508,0
8264,360,2937,2,136,2,60826,360,2,2,136,0,0,0,0,0,0,0,0,0,DNS,7067509,0
8265,96,20629,20,92,1,48710,96,1,2,92,0,0,0,0,0,0,0,0,0,DNS,7067510,0
8266,378,21369,21,160,2,58088,378,2,2,160,0,0,0,0,0,0,0,0,0,DNS.Microsoft,7067511,0
8267,159,27237,27,71,1,39986,159,1,2,71,0,0,0,0,0,0,0,0,0,DNS.Google,7067512,0
8268,211,75345,75,181,2,49947,211,1,1,141,24,516,7889,516,7889,0,0,0,0,TLS,7067513,0
8269,184,239,0,122,2,54825,184,2,2,122,0,0,0,0,0,0,0,0,0,DNS,7067514,0
8270,166,183,0,105,1,57119,166,1,2,105,0,0,0,0,0,0,0,0,0,DNS,7067515,0
8271,40,38401,38,80,2,58793,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067516,0
8272,4893,79624,79,425,5,56484,4893,6,1,425,26,64240,64240,64240,64240,1460,1460,8,7,HTTP.Microsoft,7067517,0
8273,4293,113395,113,1825,18,51046,4293,11,1,1825,27,64240,65160,64240,65160,1460,1460,7,7,TLS,7067518,0
8274,40,52281,52,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067519,0
8275,330,129672,129,80,1,58088,330,1,2,80,0,0,0,0,0,0,0,0,0,DNS.Microsoft,7067520,0
8276,0,0,0,60,1,41048,0,0,1,60,2,64240,0,64240,0,1460,0,7,0,Unknown,7067521,0
8277,52,368255,368,132,3,30635,92,2,1,52,19,8188,64240,8188,64240,1460,1460,8,7,DNS,7067522,0
8278,40,39542,39,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067523,0
8279,111,216,0,65,1,47808,111,1,2,65,0,0,0,0,0,0,0,0,0,DNS,7067524,0
8280,130,88,0,55,1,40159,130,1,2,55,0,0,0,0,0,0,0,0,0,DNS,7067525,0
8281,111,5,0,65,1,39219,111,1,2,65,0,0,0,0,0,0,0,0,0,DNS,7067526,0
8282,130,5,0,55,1,46653,130,1,2,55,0,0,0,0,0,0,0,0,0,DNS,7067527,0
8283,79,3629168,3629,378,5,63286,532,7,1,119,24,513,269,509,269,0,0,0,0,TLS.Google,7067528,0
8284,40,124141,124,80,2,49201,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067529,0
8285,0,0,0,64,1,26889,0,0,2,64,0,0,0,0,0,0,0,0,0,Unknown,7067530,0
8286,0,0,0,92,1,0,0,0,3,92,0,0,0,0,0,0,0,0,0,ICMP,7067531,0
8287,254,352,0,150,2,34686,254,2,2,150,0,0,0,0,0,0,0,0,0,DNS,7067532,0
8288,40,40607,40,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067533,0
8289,40,51338,51,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067534,0
8290,52,572,0,41,1,64704,52,1,1,41,16,513,501,513,501,0,0,0,0,TLS,7067535,0
8291,40,715,0,44,1,35091,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,Unknown,7067536,0
8292,139,27176,27,72,1,47244,139,1,2,72,0,0,0,0,0,0,0,0,0,DNS.Google,7067537,0
8293,40,841,0,40,1,61953,40,1,1,40,22,1024,0,1024,0,0,0,0,0,Unknown,7067538,0
8294,168,1502604,1502,289,5,56976,168,3,1,237,30,64240,65160,64240,65160,1460,1460,7,7,MQTT,7067539,0
8295,0,0,0,60,1,53392,0,0,1,60,2,64240,0,64240,0,1460,0,7,0,Unknown,7067540,0
8296,680,30316642,30316,1132,6,47818,1359,6,1,566,24,501,428,501,424,0,0,0,0,TLS.Google,7067541,0
8297,176,339,0,72,1,45163,176,1,2,72,0,0,0,0,0,0,0,0,0,DNS,7067542,0
8298,40,270,0,40,1,34044,40,1,1,40,22,1024,0,1024,0,0,0,0,0,MsSQL-TDS,7067543,0
8299,60,5808843,5808,1397,13,37826,2466,17,1,60,27,64240,64308,64240,64308,1424,1410,7,7,SSH,7067544,0
8300,40,40705,40,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067545,0
8301,138,375,0,83,1,59262,138,1,2,83,0,0,0,0,0,0,0,0,0,DNS.Google,7067546,0
8302,83,32887,32,79,1,36720,83,1,2,79,0,0,0,0,0,0,0,0,0,DNS,7067547,0
8303,159,27874,27,71,1,59566,159,1,2,71,0,0,0,0,0,0,0,0,0,DNS.Google,7067548,0
8304,40,47804,47,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067549,0
8305,57,33001,33,57,1,53860,57,1,2,57,0,0,0,0,0,0,0,0,0,DNS,7067550,0
8306,0,0,0,40,1,52059,0,0,1,40,2,1024,0,1024,0,0,0,0,0,Unknown,7067551,0
8307,40,43446,43,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067552,0
8308,320,241,0,142,2,63278,320,2,2,142,0,0,0,0,0,0,0,0,0,DNS.Microsoft,7067553,0
8309,60,3849340,3849,1345,12,46628,3131,15,1,60,27,29200,27960,29200,27960,1460,1410,7,7,SSH,7067554,0
8310,113,32989,32,92,1,58741,113,1,2,92,0,0,0,0,0,0,0,0,0,DNS,7067555,0
8311,226,100679,100,184,2,12438,226,2,2,184,0,0,0,0,0,0,0,0,0,DNS,7067556,0
8312,60,1885517,1885,1361,12,31903,2127,14,1,60,27,29200,27960,29200,27960,1460,1410,7,7,SSH,7067557,0
8313,52,30727322,30727,156,3,443,156,3,1,52,16,484,314,484,314,0,0,0,0,TLS,7067558,0
8314,80,10642,10,120,2,30121,80,2,1,120,22,0,0,0,0,1460,0,7,0,Unknown,7067559,0
8315,557,90045513,90045,3564,16,59536,2931,15,1,891,24,501,2053,501,2050,0,0,0,0,TLS.Microsoft365,7067560,0
8316,8048,90051763,90051,2424,21,57814,32192,28,1,596,24,1024,1432,1023,1432,0,0,0,0,TLS,7067561,0
8317,77,867,0,61,1,45353,77,1,2,61,0,0,0,0,0,0,0,0,0,DNS.Google,7067562,0
8318,159,27635,27,71,1,47729,159,1,2,71,0,0,0,0,0,0,0,0,0,DNS.Google,7067563,0
8319,386,298299,298,1680,3,80,386,2,1,194,24,17,65040,17,65040,0,0,0,0,HTTP,7067564,0
8320,174,265,0,71,1,33517,174,1,2,71,0,0,0,0,0,0,0,0,0,DNS,7067565,0
8321,60,7545803,7545,1345,12,38138,2199,15,1,60,27,29200,27960,29200,27960,1424,1410,7,7,SSH,7067566,0
8322,40,46528,46,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067567,0
8323,40,864,0,40,1,50046,40,1,1,40,22,14600,0,14600,0,0,0,0,0,HTTP,7067568,0
8324,128,27915,27,74,1,51053,128,1,2,74,0,0,0,0,0,0,0,0,0,DNS.Google,7067569,0
8325,159,27176,27,71,1,54259,159,1,2,71,0,0,0,0,0,0,0,0,0,DNS.Google,7067570,0
8326,1207,4515321,4515,1345,12,60158,2127,14,1,237,27,29200,27960,29200,27960,1424,1410,7,7,SSH,7067571,0
8327,185,196300,196,102,1,50170,185,1,2,102,0,0,0,0,0,0,0,0,0,Amazon,7067572,0
8328,40,43653,43,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067573,0
8329,138,27180,27,71,1,38246,138,1,2,71,0,0,0,0,0,0,0,0,0,DNS.Google,7067574,0
8330,40,53666,53,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067575,0
8331,0,0,0,76,1,41662,0,0,2,76,0,0,0,0,0,0,0,0,0,NTP,7067576,0
8332,0,0,0,40,1,52059,0,0,1,40,2,1024,0,1024,0,0,0,0,0,Unknown,7067577,0
8333,40,50950,50,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067578,0
8334,40,52775,52,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067579,0
8335,40,49291,49,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067580,0
8336,40,49288,49,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067581,0
8337,142,27698,27,72,1,37173,142,1,2,72,0,0,0,0,0,0,0,0,0,DNS.Google,7067582,0
8338,68,110063683,110063,1248,24,443,816,12,1,104,24,63,1026,63,1021,0,0,0,0,TLS,7067583,0
8339,0,0,0,564,1,0,0,0,4,564,0,0,0,0,0,0,0,0,0,GRE,7067584,0
8340,0,0,0,576,1,0,0,0,3,576,0,0,0,0,0,0,0,0,0,ICMP,7067585,0
8341,40,59718,59,80,2,52059,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,7067586,0
8342,76,723,0,76,1,123,76,1,2,76,0,0,0,0,0,0,0,0,0,NTP.Cloudflare,7067587,0
8343,168,1502777,1502,289,5,56978,168,3,1,237,30,64240,65160,64240,65160,1460,1460,7,7,MQTT,7067588,0
8344,159,27884,27,71,1,38406,159,1,2,71,0,0,0,0,0,0,0,0,0,DNS.Google,7067589,0
